음식점 이름,음식점 카테고리,음식점 평점,음식점 주소,카페이름,카페주소,카페 평점,문화시설 이름,문화시설 주소,관광시설 이름,관광시설 주소,숙박업소 이름,숙박업소 카테고리,숙박업소 평점,숙박업소 주소
몽중헌 공덕점,중식,3.5411124,서울 마포구 도화동 25-13,스타벅스 공덕오거리점,서울 마포구 도화동 22,3.7411656,이화아트센터,서울 서대문구 대현동 11-1,신촌대학탐방나들길,서울 서대문구 대현동,소라모텔,모텔,0.6287633,서울 서대문구 대현동 101-15
락희옥 마포본점,한식,3.733409,서울 마포구 공덕동 478,스타벅스 마포경찰서후문점,서울 마포구 아현동 618-19,3.7411656,이화아트센터,서울 서대문구 대현동 11-1,마포갈매기골목,서울 마포구 도화동 169-3,디케이하우스,게스트하우스,1.9645675,서울 서대문구 대현동 90-37
곱창파는고깃집,한식,3.733409,서울 마포구 아현동 618-19,빽다방 마포경찰서점,서울 마포구 아현동 618-8,3.7411656,추계예술대학교 콘서트홀,서울 서대문구 북아현동 190-1,소금길,서울 마포구 염리동 9-245,랑호텔,모텔,0.6287633,서울 중구 중림동 128-40
동신참치 공덕점,일식,3.3663697,서울 마포구 공덕동 462,이디야커피 공덕점,서울 마포구 공덕동 249-25,3.7411656,이화아트센터,서울 서대문구 대현동 11-1,마포음식문화거리,서울 마포구 용강동 45-15,조선호텔 포포인츠바이쉐라톤 서울역,호텔,3.6920824,서울 용산구 동자동 56
신성각,중식,3.5411124,서울 마포구 신공덕동 2-463,쿠도스커피로스터즈,서울 마포구 공덕동 105-67,3.7411659,북아현문화체육센터 아트홀,서울 서대문구 북아현동 1012-2,연세로,서울 서대문구 창천동,호텔 나루 서울 엠갤러리,호텔,3.6920824,서울 마포구 마포동 450
탑클라우드23,양식,3.1337585,서울 마포구 공덕동 471,스타벅스 이대R점,서울 서대문구 대현동 54-4,3.7411656,가톨릭 성음악아카데미 최양업홀,서울 중구 중림동 149-83,노고산,서울 마포구 대흥동 산 1-30,서울큐브이화,게스트하우스,1.9645674,서울 마포구 염리동 9-124
락희옥 마포본점,한식,3.733409,서울 마포구 공덕동 478,이디야커피 애오개역점,서울 마포구 아현동 733,3.7411656,식민지역사박물관,서울 용산구 청파동2가 42-8,염천교수제화거리,서울 중구 의주로2가 61-23,호텔 나루 서울 엠갤러리,호텔,3.6920824,서울 마포구 마포동 450
아현동간장게장,한식,3.733409,서울 마포구 아현동 282-1,빽다방 마포경찰서점,서울 마포구 아현동 618-8,3.7411656,문화역서울284,서울 중구 봉래동2가 122-28,서울명예도로 프랑스로,서울 서대문구 충정로3가 465,호텔스테이인 서울역,모텔,0.6287633,서울 용산구 동자동 35-146
몽중헌 공덕점,중식,3.5411124,서울 마포구 도화동 25-13,스트레토,서울 마포구 공덕동 242-44,3.7411656,DGT아트센터,서울 마포구 염리동 172-15,신촌피아노거리,서울 서대문구 창천동 30-16,호텔모모,모텔,0.6287633,서울 서대문구 창천동 20-38
동신참치 공덕점,일식,3.3663697,서울 마포구 공덕동 462,그로토,서울 마포구 도화동 184-22,3.7411656,북아현문화체육센터 아트홀,서울 서대문구 북아현동 1012-2,연세로,서울 서대문구 창천동,로이넷호텔 서울마포,호텔,3.6920824,서울 마포구 도화동 573
몽중헌 공덕점,중식,3.5411124,서울 마포구 도화동 25-13,스타벅스 애오개역점,서울 마포구 아현동 738,3.7411656,김세중미술관,서울 용산구 효창동 5-390,이대앞사주카페거리,서울 서대문구 대현동,호텔모모,모텔,0.6287633,서울 서대문구 창천동 20-38
이요이요스시 공덕1호점,일식,3.3663697,서울 마포구 공덕동 469,스테이웰카페,서울 마포구 공덕동 476,3.7411656,이화아트센터,서울 서대문구 대현동 11-1,용마루길,서울 용산구 용문동 36-17,비욘드스위트,호텔,3.6920824,서울 서대문구 대현동 101-9
,,,,스타벅스 마포염리점,서울 마포구 염리동 168-9,3.7411656,숙명여자대학교 정영양자수박물관,서울 용산구 청파동2가 144,마포전골목,서울 마포구 공덕동,디케이하우스,게스트하우스,1.9645675,서울 서대문구 대현동 90-37
신성각,중식,3.5411124,서울 마포구 신공덕동 2-463,카페 피에노,서울 서대문구 북아현동 1000-1,3.7411656,이화여자대학교 삼성홀,서울 서대문구 대현동 11-1,연세대학교 백양로,서울 서대문구 신촌동 134,서울큐브이화,게스트하우스,1.9645674,서울 마포구 염리동 9-124
