음식점 이름,음식점 카테고리,음식점 평점,음식점 주소,카페이름,카페주소,카페 평점,문화시설 이름,문화시설 주소,관광시설 이름,관광시설 주소,숙박업소 이름,숙박업소 카테고리,숙박업소 평점,숙박업소 주소
육시리 마포직영점,한식,3.551354,서울 마포구 용강동 50-11,카페겟앤쇼 공덕점,서울 마포구 도화동 572,3.5703058,예스24 원더로크홀,서울 서대문구 창천동 20-25,연세대학교 백양로,서울 서대문구 신촌동 134,H에비뉴호텔 신촌이대점,호텔,3.5273962,서울 마포구 노고산동 1-74
재모식당,한식,3.551354,서울 마포구 대흥동 37-14,민트콘디션 커피 바,서울 마포구 대흥동 325-14,3.5703058,마포아트센터 아트홀맥,서울 마포구 대흥동 30-3,와우산,서울 마포구 창전동 3-243,성도모텔,모텔,0.7923341,서울 마포구 노고산동 106-77
,,,,두드림,서울 마포구 노고산동 31-158,3.5703058,대안공간 루프,서울 마포구 서교동 335-11,홍대예술의거리,서울 마포구 서교동,호텔루씨르,모텔,0.7923341,서울 서대문구 창천동 29-68
,,,,파크사이드,서울 마포구 대흥동 241-40,3.5703058,서강대학교 메리홀 대극장,서울 마포구 신수동 1-1,공덕시장족발골목,서울 마포구 공덕동 256-10,신촌시스터즈호스텔,게스트하우스,1.6099991,서울 마포구 노고산동 106-105
엄마손칼국수,한식,3.551354,서울 마포구 대흥동 241-26,홉커피,서울 마포구 대흥동 253,3.5703058,아트레온갤러리,서울 서대문구 창천동 20-25,연세대학교 백양로,서울 서대문구 신촌동 134,호텔밀하우스,호텔,3.5273962,서울 서대문구 창천동 29-56
,,,,스타벅스 마포용강동점,서울 마포구 용강동 112-2,3.5703058,마포문화원,서울 마포구 신공덕동 158,서울명예도로 노벨길(경의선숲길 연남동방면),서울 마포구 동교동 172-6,호텔가을,모텔,0.7923341,서울 서대문구 창천동 29-41
정정 공덕1호점,중식,3.4675794,서울 마포구 대흥동 466-5,비엔나커피하우스 마포신한디엠점,서울 마포구 마포동 33-1,3.5703058,마포아트센터 아트홀맥,서울 마포구 대흥동 30-3,노고산,서울 마포구 대흥동 산 1-30,글래드 마포,호텔,3.5273962,서울 마포구 도화동 25-13
,,,,클로리스 신촌점,서울 서대문구 창천동 13-35,3.5703058,원픽홀,서울 마포구 노고산동 31-39,마포전골목,서울 마포구 공덕동,앰배서더호텔 머큐어 서울홍대,호텔,3.5273962,서울 마포구 동교동 162-5
함루,일식,3.3697042,서울 마포구 공덕동 478,스타벅스 마포일진빌딩점,서울 마포구 도화동 50-1,3.5703058,원픽홀,서울 마포구 노고산동 31-39,신촌대학탐방나들길,서울 서대문구 대현동,성도모텔,모텔,0.7923341,서울 마포구 노고산동 106-77
,,,,스테이웰카페,서울 마포구 공덕동 476,3.5703058,산울림소극장,서울 마포구 서교동 327-9,연세로,서울 서대문구 창천동,신촌시스터즈호스텔,게스트하우스,1.6099991,서울 마포구 노고산동 106-105
,,,,커피크레페 본점,서울 서대문구 창천동 30-10,3.5703058,극장PLOT,서울 서대문구 창천동 13-21,용마루길,서울 용산구 용문동 36-17,서울큐브이화,게스트하우스,1.6099991,서울 마포구 염리동 9-124
부영각,중식,3.4675794,서울 마포구 용강동 494-61,홉커피,서울 마포구 대흥동 253,3.5703058,복합문화공간 몽향,서울 서대문구 창천동 62-11,노고산,서울 마포구 대흥동 산 1-30,서울큐브이화,게스트하우스,1.6099991,서울 마포구 염리동 9-124
,,,,투썸플레이스 대흥역점,서울 마포구 염리동 180-11,3.5703058,우주정거장,서울 마포구 서교동 328-13,삼거리꽃길,서울 서대문구 대현동,호텔 나루 서울 엠갤러리,호텔,3.5273962,서울 마포구 마포동 450
매일스시횟집,일식,3.3697042,서울 마포구 염리동 95-1,스테이웰카페,서울 마포구 공덕동 476,3.5703058,한예진아트홀,서울 서대문구 대현동 67-11,도화동상점가,서울 마포구 도화동 179-5,서울큐브이화,게스트하우스,1.6099991,서울 마포구 염리동 9-124
정정 공덕1호점,중식,3.4675794,서울 마포구 대흥동 466-5,독수리다방,서울 서대문구 창천동 31-4,3.5703058,포스트극장,서울 마포구 창전동 5-92,서울명예도로 남이장군로,서울 용산구 신창동 56-1,넘버25호텔 신촌점,모텔,0.7923341,서울 마포구 노고산동 106-10
함루,일식,3.3697042,서울 마포구 공덕동 478,포멜로빈 공덕점,서울 마포구 공덕동 478,3.5703058,이너프라운지,서울 마포구 신수동 288-9,삼거리꽃길,서울 서대문구 대현동,신촌시스터즈호스텔,게스트하우스,1.6099991,서울 마포구 노고산동 106-105
모연,한식,3.551354,서울 마포구 용강동 51-5,투썸플레이스 마포대로점,서울 마포구 도화동 573,3.5703058,윤형빈소극장 홍대점,서울 마포구 서교동 364-31,홍대걷고싶은거리,서울 마포구 서교동 348-40,신촌시스터즈호스텔,게스트하우스,1.6099991,서울 마포구 노고산동 106-105
,,,,나비카페,서울 마포구 노고산동 31-208,3.5703058,이너프라운지,서울 마포구 신수동 288-9,서울명예도로 남이장군로,서울 용산구 신창동 56-1,위드모텔,모텔,0.7923341,서울 마포구 노고산동 106-91
매일스시횟집,일식,3.3697042,서울 마포구 염리동 95-1,나이스 워크 투데이,서울 마포구 신수동 35-8,3.5703058,산울림소극장,서울 마포구 서교동 327-9,아현동전골목,서울 마포구 아현동,호텔루이,모텔,0.7923341,서울 서대문구 창천동 29-24
몽중헌 공덕점,중식,3.4675794,서울 마포구 도화동 25-13,스타벅스 마포용강동점,서울 마포구 용강동 112-2,3.5703058,띠아트,서울 마포구 서교동 358-121,노고산,서울 마포구 대흥동 산 1-30,굿타임호텔,모텔,0.7923341,서울 서대문구 대현동 104-41
