음식점 이름,음식점 카테고리,음식점 평점,음식점 주소,카페이름,카페주소,카페 평점,문화시설 이름,문화시설 주소,관광시설 이름,관광시설 주소,숙박업소 이름,숙박업소 카테고리,숙박업소 평점,숙박업소 주소
일미락 상암점,한식,3.768805,서울 마포구 상암동 1493,이디야커피 상암홈플러스점,서울 마포구 성산동 515,3.7565913,풋볼팬타지움,서울 마포구 성산동 516,새터산,서울 마포구 성산동 산 37-1,수정장여관,모텔,0.60531545,서울 은평구 수색동 106-1
,,,,카페훈훈,서울 마포구 상암동 1523,3.7565913,전쟁과여성인권박물관,서울 마포구 성산동 39-13,매봉산,서울 마포구 성산동 산 53-7,이강가,게스트하우스,1.9891574,서울 마포구 성산동 39-14
상암해물,한식,3.768805,서울 마포구 상암동 1497,마름모커피,서울 마포구 상암동 1514,3.7565913,전쟁과여성인권박물관,서울 마포구 성산동 39-13,임영웅숲,서울 마포구 상암동 482-429,성산모텔,모텔,0.60531545,서울 마포구 성산동 632-6
파스타공작소,양식,tensor(3.0972),서울 마포구 상암동 2-200,카페모임 1호점,서울 마포구 상암동 11-5,3.7565913,한국영화박물관,서울 마포구 상암동 1602,망봉산,서울 마포구 상암동 1763,연남 마리하우스,게스트하우스,1.9891574,서울 마포구 연남동 370-25
,,,,카페탱크6,서울 마포구 성산동 670,3.7565913,제일라아트홀,서울 마포구 상암동 30-2,서울둘레길 15코스 복원된 자연길,서울 마포구 상암동 482-49,연남 마리하우스,게스트하우스,1.9891574,서울 마포구 연남동 370-25
몽미,한식,3.768805,서울 마포구 상암동 2-98,메가MGC커피 마포구청점,서울 마포구 성산동 592-8,3.7565913,이스포츠 명예의 전당,서울 마포구 상암동 1648,브라이트룸,서울 마포구 망원동 422-4,수정장여관,모텔,0.60531545,서울 은평구 수색동 106-1
파스타공작소,양식,tensor(3.0972),서울 마포구 상암동 2-200,카페탱크6,서울 마포구 성산동 670,3.7565913,YTN뉴스퀘어 YTN공개홀,서울 마포구 상암동 1607,서함숲,서울 마포구 상암동 487-108,성산모텔,모텔,0.60531545,서울 마포구 성산동 632-6
,,,,비스트로에버,서울 마포구 상암동 34-101,3.7565913,서울월드컵경기장 야외공연장,서울 마포구 성산동 513-7,망리단길,서울 마포구 망원동,연남 마리하우스,게스트하우스,1.9891574,서울 마포구 연남동 370-25
장어세상,한식,3.768805,서울 서대문구 북가좌동 371-11,세라젬웰카페 상암DMC점,서울 마포구 상암동 34-35,3.7565913,취미가,서울 마포구 성산동 240-31,문빈 숲 2호,서울 마포구 상암동 482-233,연남 마리하우스,게스트하우스,1.9891574,서울 마포구 연남동 370-25
,,,,우드브루 카페,서울 마포구 성산동 200-6,3.7565913,서울에너지드림센터,서울 마포구 상암동 1535-3,서울테마산책길 문화비축기지 산책로,서울 마포구 성산동 661,더그레이호텔,호텔,3.727446,서울 서대문구 남가좌동 290-140
,,,,위아더,서울 마포구 성산동 592-2,3.7565913,WWWSPACE,서울 마포구 망원동 404-32,난지도길,서울 마포구 성산동,앨비어러스,호텔,3.727446,서울 마포구 망원동 405-27
무한리필808,한식,3.768805,서울 마포구 상암동 41-10,컴포즈커피 마포성산시영점,서울 마포구 성산동 151-6,3.7565913,풋볼팬타지움,서울 마포구 성산동 516,방탄소년단 1호숲,서울 마포구 상암동 482-222,수정장여관,모텔,0.60531545,서울 은평구 수색동 106-1
