음식점 이름,음식점 카테고리,음식점 평점,음식점 주소,카페이름,카페주소,카페 평점,문화시설 이름,문화시설 주소,관광시설 이름,관광시설 주소,숙박업소 이름,숙박업소 카테고리,숙박업소 평점,숙박업소 주소
가화만사성,중식,3.5432267,서울 서대문구 창천동 57-8,투썸플레이스 신촌연세로점,서울 서대문구 창천동 31-27,3.7050295,윤형빈소극장 홍대점,서울 마포구 서교동 364-31,망리단길,서울 마포구 망원동,굿타임호텔,모텔,0.6758934,서울 서대문구 대현동 104-41
,,,,댓커피,서울 마포구 노고산동 19-52,3.7050295,이한열기념관,서울 마포구 노고산동 54-38,신촌대학탐방나들길,서울 서대문구 대현동,신라스테이 마포,호텔,3.6303859,서울 마포구 도화동 570
라구식당,양식,3.1896348,서울 서대문구 창천동 2-44,두드림,서울 마포구 노고산동 31-158,3.7050295,이화여자대학교 삼성홀,서울 서대문구 대현동 11-1,마포전골목,서울 마포구 공덕동,H에비뉴호텔 신촌이대점,호텔,3.6303859,서울 마포구 노고산동 1-74
설레임삼겹살1989,한식,3.670209,서울 서대문구 창천동 57-40,룸익스케이프 블랙점,서울 서대문구 창천동 18-11,3.7050295,4233마음센터,서울 마포구 동교동 204-45,신촌대학탐방나들길,서울 서대문구 대현동,호텔엘리,모텔,0.6758934,서울 서대문구 대현동 110-35
가화만사성,중식,3.5432267,서울 서대문구 창천동 57-8,클로리스 신촌점,서울 서대문구 창천동 13-35,3.7050295,AC'SCENT(악센트),서울 서대문구 창천동 52-23,메타세콰이어길,서울 서대문구 연희동 산 2-2,홀리데이인익스프레스 서울홍대,호텔,3.6303859,서울 마포구 동교동 192-45
타코벨 신촌점,양식,3.1896348,서울 서대문구 창천동 31-28,투썸플레이스 신촌연세로점,서울 서대문구 창천동 31-27,3.7050295,긱라이브하우스,서울 마포구 동교동 185-10,공덕소담길,서울 마포구 공덕동,호텔가을,모텔,0.6758934,서울 서대문구 창천동 29-41
아저씨네낙지찜 신촌점,한식,3.670209,서울 서대문구 창천동 72-29,미네르바,서울 서대문구 창천동 13-26,3.7050295,예스24 원더로크홀,서울 서대문구 창천동 20-25,연세로,서울 서대문구 창천동,준게스트하우스,게스트하우스,1.9079586,서울 마포구 서교동 335-36
신촌형제갈비,한식,3.670209,서울 서대문구 창천동 31-26,독수리다방,서울 서대문구 창천동 31-4,3.7050295,금호아트홀연세,서울 서대문구 신촌동 134,성산,서울 마포구 성산동,24게스트하우스 원룸텔 신촌에비뉴엘점,게스트하우스,1.9079586,서울 서대문구 창천동 31-92
유닭스토리 닭한마리 신촌점,한식,3.670209,서울 서대문구 창천동 18-72,스타벅스 신촌점,서울 서대문구 창천동 18-55,3.7050295,연세대학교 대강당,서울 서대문구 신촌동 134,망리단길,서울 마포구 망원동,테마모텔,모텔,0.6758934,서울 서대문구 창천동 112-15
미도인 신촌,일식,3.3941836,서울 서대문구 창천동 45-12,커피랩,서울 마포구 서교동 327-19,3.7050295,서강대학교 메리홀 대극장,서울 마포구 신수동 1-1,성산,서울 마포구 성산동,24게스트하우스 원룸텔 신촌에비뉴엘점,게스트하우스,1.9079586,서울 서대문구 창천동 31-92
