음식점 이름,음식점 카테고리,음식점 평점,음식점 주소,카페이름,카페주소,카페 평점,문화시설 이름,문화시설 주소,관광시설 이름,관광시설 주소,숙박업소 이름,숙박업소 카테고리,숙박업소 평점,숙박업소 주소
램랜드,한식,3.6435938,서울 마포구 용강동 494-32,메가MGC커피 신촌점,서울 서대문구 창천동 31-40,3.6858723,(주)복합문화공간사이,서울 마포구 서교동 377-20,용강상점가,서울 마포구 용강동 40-5,신촌시스터즈호스텔,게스트하우스,1.8757547,서울 마포구 노고산동 106-105
고삼이 신촌점,한식,3.6435938,서울 서대문구 창천동 53-8,더파이홀,서울 서대문구 창천동 57-61,3.6858723,복합문화공간 몽향,서울 서대문구 창천동 62-11,연세로,서울 서대문구 창천동,신촌시스터즈호스텔,게스트하우스,1.8757547,서울 마포구 노고산동 106-105
수저가,중식,3.539497,서울 마포구 신수동 89-10,카페공명 연남점,서울 마포구 동교동 146-8,3.6858723,북아현문화체육센터 아트홀,서울 서대문구 북아현동 1012-2,이대앞사주카페거리,서울 서대문구 대현동,H에비뉴호텔 신촌이대점,호텔,3.6051664,서울 마포구 노고산동 1-74
,,,,스타벅스 서강대점,서울 마포구 신수동 63-14,3.6858723,뮤직쇼웨딩,서울 마포구 서교동 357-4,와우산,서울 마포구 창전동 3-243,호텔루씨르,모텔,0.69906217,서울 서대문구 창천동 29-68
거구장,한식,3.6435938,서울 마포구 신수동 63-14,커피빈 신촌점,서울 서대문구 창천동 18-29,3.6858723,(주)복합문화공간사이,서울 마포구 서교동 377-20,마포음식문화거리,서울 마포구 용강동 45-15,애니타임호텔,모텔,0.69906217,서울 서대문구 창천동 29-51
꼬숑돈까스,일식,3.4015756,서울 서대문구 창천동 31-26,스타벅스 서강대점,서울 마포구 신수동 63-14,3.6858723,뮤직쇼웨딩,서울 마포구 서교동 357-4,노고산,서울 마포구 대흥동 산 1-30,L7 홍대,호텔,3.6051664,서울 마포구 동교동 160-5
,,,,커피빈 신촌점,서울 서대문구 창천동 18-29,3.6858723,북아현문화체육센터 아트홀,서울 서대문구 북아현동 1012-2,연세대학교 백양로,서울 서대문구 신촌동 134,넘버25호텔 신촌점,모텔,0.69906217,서울 마포구 노고산동 106-10
,,,,커피랩,서울 마포구 서교동 327-19,3.6858723,서울생활문화센터 서교스퀘어,서울 마포구 서교동 494,용강상점가,서울 마포구 용강동 40-5,호텔루씨르,모텔,0.69906217,서울 서대문구 창천동 29-68
을밀대 본점,한식,3.6435938,서울 마포구 염리동 147-6,땡스네이쳐,서울 마포구 서교동 486,3.6858723,서울생활문화센터 서교스퀘어,서울 마포구 서교동 494,안산,서울 서대문구 봉원동 산 1,바론드호텔,모텔,0.69906217,서울 서대문구 창천동 29-11
니즈버거 신촌점,양식,3.209776,서울 마포구 창전동 2-48,스타벅스 신촌점,서울 서대문구 창천동 18-55,3.6858723,서울생활문화센터 서교스퀘어,서울 마포구 서교동 494,홍대벽화거리,서울 마포구 상수동 88-23,호텔루씨르,모텔,0.69906217,서울 서대문구 창천동 29-68
