음식점 이름,음식점 카테고리,음식점 평점,음식점 주소,카페이름,카페주소,카페 평점,문화시설 이름,문화시설 주소,관광시설 이름,관광시설 주소,숙박업소 이름,숙박업소 카테고리,숙박업소 평점,숙박업소 주소
유야케도쿄,일식,3.3172212,서울 서대문구 대현동 37-30,파가니니,서울 서대문구 대현동 56-51,3.7692275,아트레온갤러리,서울 서대문구 창천동 20-25,홍대패션거리,서울 마포구 서교동 348-78,서울큐브이화,게스트하우스,2.0114238,서울 마포구 염리동 9-124
,,,,설빙 신촌점,서울 서대문구 창천동 33-43,3.7692275,연세대학교 윤주용홀,서울 서대문구 신촌동 134,홍대예술의거리 나들길,서울 마포구 창전동,서울큐브이화,게스트하우스,2.0114238,서울 마포구 염리동 9-124
완차이,중식,3.5214744,서울 서대문구 창천동 5-35,티앙팡 오후에 홍차 1호점,서울 서대문구 대현동 54-4,3.7692275,소이아트홀,서울 서대문구 창천동 57-41,홍대걷고싶은거리,서울 마포구 서교동 348-40,비욘드스위트,호텔,3.7650409,서울 서대문구 대현동 101-9
,,,,미스터힐링 신촌점,서울 서대문구 창천동 20-51,3.7692275,신촌아리수스트로 공연장,서울 서대문구 창천동 31-119,마포갈매기골목,서울 마포구 도화동 169-3,24게스트하우스 원룸텔 신촌에비뉴엘점,게스트하우스,2.0114238,서울 서대문구 창천동 31-92
밀리네 해물탕,한식,3.8059044,서울 마포구 염리동 9-120,댓커피,서울 마포구 노고산동 19-52,3.7692275,모두예술극장,서울 서대문구 충정로3가 476,이대앞사주카페거리,서울 서대문구 대현동,피터캣,모텔,0.58224434,서울 마포구 노고산동 106-25
꼬숑돈까스,일식,3.3172212,서울 서대문구 창천동 31-26,카페페라 유니크점,서울 서대문구 대현동 33-8,3.7692275,이화여자대학교 대강당,서울 서대문구 대현동 11-1,노고산,서울 마포구 대흥동 산 1-30,디케이하우스,게스트하우스,2.0114238,서울 서대문구 대현동 90-37
현명식탁,양식,3.0544405,서울 서대문구 창천동 13-2,와플잇업 이대2호점,서울 서대문구 대현동 27-17,3.7692275,연세대학교 노천극장,서울 서대문구 신촌동 134,서울명예도로 프랑스로,서울 서대문구 충정로3가 465,디케이하우스,게스트하우스,2.0114238,서울 서대문구 대현동 90-37
춘천집닭갈비막국수,한식,3.8059044,서울 서대문구 창천동 57-8,스타벅스 이대R점,서울 서대문구 대현동 54-4,3.7692275,마포아트센터 아트홀맥,서울 마포구 대흥동 30-3,서울명예도로 노벨길(경의선숲길 홍대입구역방면),서울 마포구 동교동 190-66,24게스트하우스 원룸텔 신촌에비뉴엘점,게스트하우스,2.0114238,서울 서대문구 창천동 31-92
아민 이화,양식,3.0544405,서울 서대문구 대현동 34-23,원앤온리커피,서울 서대문구 대현동 37-7,3.7692275,서강대학교 곤자가홀,서울 마포구 대흥동 22-60,삼거리꽃길,서울 서대문구 대현동,에버8,호텔,3.7650409,서울 서대문구 대현동 104-5
가야가야 이대점,일식,3.3172212,서울 서대문구 대현동 56-21,스타벅스 이대역점,서울 서대문구 대현동 45-8,3.7692275,마포아트센터 아트홀맥,서울 마포구 대흥동 30-3,연세대학교 백양로,서울 서대문구 신촌동 134,24게스트하우스 원룸텔 신촌에비뉴엘점,게스트하우스,2.0114238,서울 서대문구 창천동 31-92
제주도로담,한식,3.8059044,서울 서대문구 대현동 104-18,내사랑,서울 서대문구 대현동 67-80,3.7692275,서울마포음악창작소,서울 마포구 아현동 610-1,마포음식문화거리,서울 마포구 용강동 45-15,H에비뉴호텔 신촌이대점,호텔,3.7650409,서울 마포구 노고산동 1-74
라구식당,양식,3.0544405,서울 서대문구 창천동 2-44,에버라인 뮤직&카페,서울 서대문구 대현동 110-2,3.7692275,구름아래소극장,서울 마포구 서교동 337-11,아현동전골목,서울 마포구 아현동,아늑호텔 신촌점,모텔,0.58224434,서울 서대문구 창천동 20-33
유야케도쿄,일식,3.3172212,서울 서대문구 대현동 37-30,스타벅스 신촌명물거리점,서울 서대문구 창천동 13-19,3.7692275,연세대학교 윤주용홀,서울 서대문구 신촌동 134,연세대학교 백양로,서울 서대문구 신촌동 134,아바니호텔,호텔,3.7650409,서울 서대문구 창천동 20-37
복성각,중식,3.5214744,서울 서대문구 창천동 31-8,댓커피,서울 마포구 노고산동 19-52,3.7692275,이화여자대학교 100주년기념박물관,서울 서대문구 대현동 11-1,서울명예도로 노벨길(경의선숲길 연남동방면),서울 마포구 동교동 172-6,서울큐브이화,게스트하우스,2.0114238,서울 마포구 염리동 9-124
,,,,벨라프라하,서울 서대문구 대현동 37-35,3.7692275,마포아트센터 아트홀맥,서울 마포구 대흥동 30-3,도화동상점가,서울 마포구 도화동 179-5,굿타임호텔,모텔,0.5822444,서울 서대문구 대현동 104-41
아민 이화,양식,3.0544405,서울 서대문구 대현동 34-23,내사랑,서울 서대문구 대현동 67-80,3.7692275,연세대학교 윤주용홀,서울 서대문구 신촌동 134,삼거리꽃길,서울 서대문구 대현동,신촌월호텔,모텔,0.58224434,서울 서대문구 대현동 104-15
