"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모"
"3130000","CDFE1230002012000003","20120524","","01","영업/정상","13","영업중","","","","","02-739-8288","","","서울특별시 마포구 서교동 357-4번지 지하 2,3층 ","서울특별시 마포구 양화로16길 29, 지하 2,3층 (서교동, 홍익몰)","04039","홍대난타극장","2017-06-26 13:40:18","I","2018-08-31 23:59:59.0","","192971.22518692     ","450113.331068052    ","공연장","공연장","일반주거지역","","","","","근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002012000004","20120610","","03","폐업","03","폐업","20140702","","","","3144-3225","","121837","서울특별시 마포구 서교동 360-14번지 ","서울특별시 마포구 와우산로18길 30, 지하1층 (서교동)","121837","Junyfore 디딤홀","2014-08-29 18:01:38","I","2018-08-31 23:59:59.0","","193220.796853434    ","449913.740396626    ","공연장","공연장","","","","","","근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002012000005","20120809","","03","폐업","03","폐업","20201209","","","","02-338-0958","","","서울특별시 마포구 서교동 356-1 서교호텔 별관 지하3층 ","서울특별시 마포구 홍익로 25, 지하3층 (서교동, 서교호텔 별관)","04039","하나투어 브이홀","2021-02-01 15:49:48","U","2021-02-03 02:40:00.0","","193048.463050526    ","450243.570663618    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002012000006","20121112","","03","폐업","03","폐업","20160218","","","","02-322-0345","","","서울특별시 마포구 성산동 249-10번지 지하1/2층 ","서울특별시 마포구 월드컵로26길 39, 지하1/2층 (성산동, 시민공간 나루)","03969","성미산마을극장","2016-02-18 09:23:04","I","2018-08-31 23:59:59.0","","191972.21226346     ","450804.09077791     ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002012000007","20121128","","01","영업/정상","13","영업중","","","","","02-596-5518","","","서울특별시 마포구 합정동 393-18번지 수성빌딩 지하1층 ","서울특별시 마포구 포은로 14, 지하1층 (합정동)","04026","임혁필 소극장","2015-08-04 15:34:40","I","2018-08-31 23:59:59.0","","191915.925383386    ","449694.867292456    ","공연장","공연장","","6","","","","근린생활시설","5","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002012000008","2012-12-13","","01","영업/정상","13","영업중","","","","","02-6357-0001","","","서울특별시 마포구 서교동 490 메세나폴리스 2층","서울특별시 마포구 양화로 45, 2층 (서교동, 메세나폴리스)","04036","신한카드 SOL페이 스퀘어 라이브홀","2023-12-11 10:43:43","U","2022-11-01 23:03:00.0","","192311.642580307","449855.643910445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002013000001","20130215","","01","영업/정상","13","영업중","","","","","02-322-4241","","","서울특별시 마포구 상수동 313-3번지 지하1층 ","서울특별시 마포구 독막로15길 3-12, 지하1층 (상수동)","04049","아트홀 베짱이","2015-08-04 15:35:56","I","2018-08-31 23:59:59.0","","192995.714633429    ","449582.261458756    ","공연장","공연장","일반주거지역","","","","","근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002013000002","20130410","","03","폐업","03","폐업","20150113","","","","711-0015","","121806","서울특별시 마포구 노고산동 31-39번지 ","서울특별시 마포구 신촌로20길 20, 지하1층 (노고산동, 한음빌딩)","121806","볼륨일레븐","2015-01-19 09:42:57","I","2018-08-31 23:59:59.0","","194474.557052987    ","450234.936885633    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002013000003","20130504","","03","폐업","03","폐업","20171220","","","","02-331-0093","","","서울특별시 마포구 합정동 471번지 지하2층 ","서울특별시 마포구 양화로 19 (합정동, 합정오피스빌딩)","04027","LIG아트홀","2017-12-21 15:19:06","I","2018-08-31 23:59:59.0","","192085.635166001    ","449653.704695179    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002013000004","20130605","","04","취소/말소/만료/정지/중지","35","직권말소","20170215","","","","02-719-9182","","","서울특별시 마포구 서교동 372-5번지 지하1층 ","서울특별시 마포구 양화로 100-10 (서교동, 다내리빌딩)","04038","인디팍(INDI PARK)","2017-02-15 15:44:03","I","2018-08-31 23:59:59.0","","192771.317340685    ","450030.754909009    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002013000005","2013-08-26","","01","영업/정상","13","영업중","","","","","02-6357-0001","","","서울특별시 마포구 서교동 490 메세나폴리스 2층","서울특별시 마포구 양화로 45, 2층 (서교동, 메세나폴리스)","04036","신한카드 SOL페이 스퀘어 드림홀","2023-12-11 11:07:06","U","2022-11-01 23:03:00.0","","192311.642580307","449855.643910445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002013000006","20130827","","03","폐업","03","폐업","20200812","","","","02-324-1421","","","서울특별시 마포구 서교동 338-39 지하1층 ","서울특별시 마포구 와우산로 117, 지하1층 (서교동, eG Plus 오피스텔)","04054","김대범소극장","2020-08-14 10:07:42","U","2020-08-16 02:40:00.0","","193426.386341099    ","450153.498139891    ","공연장","공연장","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002013000007","20131022","","01","영업/정상","13","영업중","","","","","02-796-3207","","","서울특별시 마포구 서교동 401-6번지 지하1층 ","서울특별시 마포구 독막로7길 20, 지하1층 (서교동)","04048","얼라이브홀","2019-12-16 17:41:44","U","2019-12-18 02:40:00.0","","192786.235199729    ","449607.910462306    ","공연장","공연장","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002013000008","20131206","","03","폐업","03","폐업","20140425","","","","","","121837","서울특별시 마포구 서교동 361-10번지 지하2층 ","서울특별시 마포구 와우산로 72, 지하2층 (서교동)","121837","NB 콘서트홀","2014-04-25 19:42:33","I","2018-08-31 23:59:59.0","","193171.833240322    ","449846.004873262    ","공연장","공연장","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002013000009","20131216","","03","폐업","03","폐업","20191218","","","","02-2128-3321","","","서울특별시 마포구 합정동 379-10번지 지하1층 ","서울특별시 마포구 양화진4길 32, 지하1층 (합정동, (주)이토마토)","04084","아르떼홀","2019-12-18 12:43:00","U","2019-12-20 02:40:00.0","","192036.792496455    ","449487.322323027    ","공연장","공연장","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002014000001","20140121","","01","영업/정상","13","영업중","","","","","02-309-3355","","","서울특별시 마포구 상암동 30-2번지 지하1층 ","서울특별시 마포구 월드컵북로 323, 지하1층 (상암동, 제일라아트홀)","03914","제일라아트홀","2015-08-04 15:40:48","I","2018-08-31 23:59:59.0","","190697.320033697    ","452533.37140104     ","공연장","공연장","","","","","","문화시설","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002014000002","20140806","","01","영업/정상","13","영업중","","","","","02-323-7798","","","서울특별시 마포구 서교동 372-6번지 서교동스튜디오 지하1층 ","서울특별시 마포구 잔다리로 46, 지하1층 (서교동, 서교동 스튜디오)","04038","벨로주","2018-03-14 10:01:49","I","2018-08-31 23:59:59.0","","192756.637759348    ","450021.03252035     ","공연장","공연장","","9","","","","근린생활시설","8","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002014000003","20140829","","03","폐업","03","폐업","20200429","","","","02-371-9066","","","서울특별시 마포구 서교동 368-22번지 서문빌딩 지하1층 ","서울특별시 마포구 잔다리로 32, 지하1층 (서교동, 서문빌딩)","04042","무브홀","2020-05-01 18:00:25","U","2020-05-03 02:40:00.0","","192846.735237987    ","449930.292956528    ","공연장","공연장","","10","","","","근린생활시설","7","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"3130000","CDFE1230002014000004","20141021","","03","폐업","03","폐업","20161129","","","","070-8237-6082","","","서울특별시 마포구 합정동 360-1번지 지하1층 ","서울특별시 마포구 독막로6길 27, 지하1층 (합정동)","04072","퍼즐 인형 극장","2016-12-12 11:39:31","I","2018-08-31 23:59:59.0","","192614.247566899    ","449388.734804402    ","공연장","공연장","","","","","","근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","",""
